Date,store_id,product_id,volume
01-01-19,7,120,172
02-01-19,8,106,277
03-01-19,7,117,262
04-01-19,8,103,135
05-01-19,9,115,167
06-01-19,8,109,193
07-01-19,7,106,100
08-01-19,9,118,291
09-01-19,9,117,232
10-01-19,8,117,311
11-01-19,8,120,203
12-01-19,7,116,305
13-01-19,9,106,84
14-01-19,8,115,64
15-01-19,9,102,47
16-01-19,7,117,161
17-01-19,8,103,213
18-01-19,8,115,133
19-01-19,7,107,104
20-01-19,8,101,124
21-01-19,9,120,333
22-01-19,9,116,329
23-01-19,7,104,303
24-01-19,9,113,60
25-01-19,7,107,219
26-01-19,8,111,201
27-01-19,7,118,111
28-01-19,9,110,213
29-01-19,9,116,149
30-01-19,7,115,334
31-01-19,8,101,310
01-02-19,9,119,342
02-02-19,7,112,16
03-02-19,8,108,154
04-02-19,7,107,307
05-02-19,9,108,329
06-02-19,9,105,95
07-02-19,9,105,122
08-02-19,8,120,25
09-02-19,7,113,189
10-02-19,8,118,235
11-02-19,9,110,55
12-02-19,9,114,291
13-02-19,9,108,158
14-02-19,9,118,197
15-02-19,7,115,50
16-02-19,9,111,133
17-02-19,7,116,62
18-02-19,7,106,205
19-02-19,8,110,186
20-02-19,7,120,246
21-02-19,9,113,129
22-02-19,7,113,299
23-02-19,9,105,301
24-02-19,9,106,168
25-02-19,8,120,59
26-02-19,8,108,296
27-02-19,8,109,67
28-02-19,8,102,182
01-03-19,8,119,96
02-03-19,7,105,281
03-03-19,7,112,134
04-03-19,7,114,203
05-03-19,7,118,296
06-03-19,8,120,298
07-03-19,7,103,209
08-03-19,7,106,262
09-03-19,9,113,85
10-03-19,9,120,88
11-03-19,8,104,15
12-03-19,7,113,255
13-03-19,9,113,172
14-03-19,8,103,99
15-03-19,9,106,143
16-03-19,9,114,11
17-03-19,8,113,310
18-03-19,8,116,286
19-03-19,9,119,285
20-03-19,9,106,146
21-03-19,7,117,273
22-03-19,8,108,44
23-03-19,7,108,287
24-03-19,9,102,198
25-03-19,9,109,74
26-03-19,8,115,195
27-03-19,8,105,210
28-03-19,7,107,30
29-03-19,7,101,72
30-03-19,8,101,178
31-03-19,8,108,129
01-04-19,7,120,215
02-04-19,9,112,128
03-04-19,9,113,28
04-04-19,7,105,106
05-04-19,9,108,166
06-04-19,8,113,24
07-04-19,7,120,32
08-04-19,9,109,2
09-04-19,8,104,103
10-04-19,8,101,299
11-04-19,8,108,71
12-04-19,7,111,242
13-04-19,7,113,204
14-04-19,9,118,259
15-04-19,8,115,98
16-04-19,7,108,54
17-04-19,7,102,313
18-04-19,8,115,315
19-04-19,9,112,17
20-04-19,9,120,254
21-04-19,9,101,177
22-04-19,7,114,12
23-04-19,7,103,132
24-04-19,8,114,142
25-04-19,8,110,310
26-04-19,8,111,325
27-04-19,7,118,230
28-04-19,8,114,165
29-04-19,9,119,81
30-04-19,8,109,317
01-05-19,9,120,287
02-05-19,9,112,105
03-05-19,7,119,104
04-05-19,7,107,186
05-05-19,9,118,157
06-05-19,9,120,16
07-05-19,9,111,276
08-05-19,8,118,264
09-05-19,7,116,60
10-05-19,7,105,281
11-05-19,9,104,9
12-05-19,8,118,169
13-05-19,8,118,89
14-05-19,7,104,7
15-05-19,7,112,104
16-05-19,9,114,295
17-05-19,7,102,107
18-05-19,8,102,230
19-05-19,9,101,96
20-05-19,8,102,186
21-05-19,9,114,267
22-05-19,9,120,154
23-05-19,9,108,333
24-05-19,7,117,339
25-05-19,8,102,156
26-05-19,9,103,5
27-05-19,8,110,159
28-05-19,7,115,175
29-05-19,8,105,57
30-05-19,7,106,306
31-05-19,8,103,165
01-06-19,9,114,312
02-06-19,8,106,318
03-06-19,8,119,71
04-06-19,8,118,263
05-06-19,7,106,329
06-06-19,9,112,213
07-06-19,7,110,48
08-06-19,8,102,78
09-06-19,8,106,340
10-06-19,9,117,175
11-06-19,9,109,144
12-06-19,7,114,36
13-06-19,9,104,181
14-06-19,9,111,296
15-06-19,8,120,213
16-06-19,7,101,30
17-06-19,7,101,211
18-06-19,8,118,226
19-06-19,9,101,315
20-06-19,9,114,219
21-06-19,9,112,65
22-06-19,8,101,85
23-06-19,9,118,117
24-06-19,7,112,156
25-06-19,8,112,333
26-06-19,7,102,333
27-06-19,8,108,128
28-06-19,9,120,275
29-06-19,7,114,20
30-06-19,9,113,315
01-07-19,9,120,292
02-07-19,9,108,196
03-07-19,7,118,28
04-07-19,8,101,51
05-07-19,7,109,269
06-07-19,7,116,304
07-07-19,8,111,322
08-07-19,7,108,114
09-07-19,9,102,93
10-07-19,7,109,254
11-07-19,9,105,232
12-07-19,9,116,257
13-07-19,9,103,12
14-07-19,7,109,269
15-07-19,8,104,257
16-07-19,7,112,12
17-07-19,8,111,203
18-07-19,7,106,327
19-07-19,8,117,69
20-07-19,9,105,6
21-07-19,9,115,161
22-07-19,7,102,264
23-07-19,9,119,67
24-07-19,8,106,228
25-07-19,8,101,54
26-07-19,7,119,194
27-07-19,9,103,30
28-07-19,9,114,27
29-07-19,8,107,224
30-07-19,8,107,66
31-07-19,9,110,308
01-08-19,8,108,94
02-08-19,8,116,87
03-08-19,9,104,252
04-08-19,8,102,1
05-08-19,8,120,164
06-08-19,9,117,223
07-08-19,7,118,287
08-08-19,7,106,73
09-08-19,7,115,41
10-08-19,7,107,185
11-08-19,7,111,100
12-08-19,7,119,64
13-08-19,9,115,324
14-08-19,8,120,51
15-08-19,8,113,191
16-08-19,9,119,218
17-08-19,9,106,199
18-08-19,8,105,34
19-08-19,7,104,30
20-08-19,7,117,246
21-08-19,7,116,244
22-08-19,7,101,12
23-08-19,8,118,179
24-08-19,8,105,51
25-08-19,7,109,210
26-08-19,7,116,303
27-08-19,7,115,87
28-08-19,7,111,66
29-08-19,9,102,207
30-08-19,7,105,241
31-08-19,9,120,78
01-09-19,9,112,81
02-09-19,8,116,341
03-09-19,7,115,154
04-09-19,8,114,243
05-09-19,9,102,343
06-09-19,8,114,267
07-09-19,8,101,234
08-09-19,8,120,307
09-09-19,9,114,244
10-09-19,9,120,327
11-09-19,7,114,248
12-09-19,7,117,24
13-09-19,7,120,297
14-09-19,8,104,320
15-09-19,7,112,340
16-09-19,8,120,323
17-09-19,9,109,13
18-09-19,8,115,41
19-09-19,9,104,237
20-09-19,7,119,59
21-09-19,9,108,212
22-09-19,8,116,267
23-09-19,8,109,313
24-09-19,7,106,73
25-09-19,7,106,242
26-09-19,7,106,130
27-09-19,8,104,172
28-09-19,7,113,297
29-09-19,9,111,323
30-09-19,7,114,241
01-10-19,8,110,321
02-10-19,9,116,4
03-10-19,9,115,155
04-10-19,9,106,345
05-10-19,7,110,251
06-10-19,8,116,296
07-10-19,8,102,308
08-10-19,9,114,315
09-10-19,8,108,115
10-10-19,8,117,67
11-10-19,8,108,84
12-10-19,9,111,159
13-10-19,7,117,16
14-10-19,8,119,56
15-10-19,9,108,317
16-10-19,7,115,113
17-10-19,8,113,332
18-10-19,8,101,157
19-10-19,8,109,115
20-10-19,8,109,234
21-10-19,8,108,277
22-10-19,7,102,176
23-10-19,8,120,185
24-10-19,7,106,54
25-10-19,8,115,106
26-10-19,8,116,9
27-10-19,8,114,53
28-10-19,9,104,313
29-10-19,8,120,160
30-10-19,8,108,107
31-10-19,8,115,111
01-11-19,7,117,49
02-11-19,8,103,30
03-11-19,7,105,283
04-11-19,9,109,75
05-11-19,9,119,214
06-11-19,9,120,5
07-11-19,8,106,300
08-11-19,9,112,193
09-11-19,7,109,48
10-11-19,9,105,7
11-11-19,9,106,198
12-11-19,8,115,239
13-11-19,9,101,285
14-11-19,8,119,339
15-11-19,7,116,303
16-11-19,9,118,178
17-11-19,9,110,32
18-11-19,7,118,285
19-11-19,8,117,292
20-11-19,7,112,278
21-11-19,8,120,287
22-11-19,9,108,78
23-11-19,7,119,60
24-11-19,8,114,50
25-11-19,9,116,38
26-11-19,9,105,151
27-11-19,9,101,26
28-11-19,9,103,179
29-11-19,8,117,28
30-11-19,7,113,182
01-12-19,7,117,237
02-12-19,7,110,310
03-12-19,9,101,147
04-12-19,9,107,3
05-12-19,7,107,264
06-12-19,7,118,296
07-12-19,7,111,65
08-12-19,8,114,241
09-12-19,7,109,284
10-12-19,8,114,106
11-12-19,9,106,119
12-12-19,8,120,248
13-12-19,8,116,162
14-12-19,8,103,342
15-12-19,8,106,38
16-12-19,8,119,32
17-12-19,7,109,229
18-12-19,9,112,130
19-12-19,7,106,141
20-12-19,9,103,331
21-12-19,8,104,264
22-12-19,8,103,57
23-12-19,8,118,307
24-12-19,7,101,97
25-12-19,8,113,11
26-12-19,7,109,270
27-12-19,9,109,24
28-12-19,8,116,11
29-12-19,8,105,102
30-12-19,8,101,100
31-12-19,9,113,153
01-01-20,8,119,189
02-01-20,8,109,295
03-01-20,7,105,93
04-01-20,7,108,240
05-01-20,7,110,281
06-01-20,7,108,212
07-01-20,9,111,233
08-01-20,7,120,38
09-01-20,9,118,341
10-01-20,9,103,252
11-01-20,8,110,274
12-01-20,9,105,280
13-01-20,9,114,52
14-01-20,7,111,31
15-01-20,7,109,136
16-01-20,9,116,219
17-01-20,8,105,298
18-01-20,7,114,258
19-01-20,8,109,137
20-01-20,8,102,60
21-01-20,9,116,111
22-01-20,8,116,271
23-01-20,9,108,205
24-01-20,8,104,238
25-01-20,9,106,314
26-01-20,7,104,202
27-01-20,8,106,258
28-01-20,8,110,11
29-01-20,9,103,283
30-01-20,9,119,109
31-01-20,9,115,14
01-02-20,7,117,236
02-02-20,8,118,235
03-02-20,9,108,67
04-02-20,9,116,286
05-02-20,9,117,114
06-02-20,7,113,104
07-02-20,7,115,272
08-02-20,9,107,59
